sphericity,finalCellSpher2,finalCellSpher3,finalCellSpher4,finalCellSpher5,finalCellSpher6,finalCellSpher7,finalCellSpher8,finalCellSpher9,finalCellSpher10,finalCellSpher11,finalCellSpher12,finalCellSpher13,finalCellSpher14,finalCellSpher15,finalCellSpher16,finalCellSpher17,finalCellSpher18,finalCellSpher19,finalCellSpher20,finalCellSpher21,finalCellSpher22,finalCellSpher23,finalCellSpher24,finalCellSpher25,finalCellSpher26,finalCellSpher27,finalCellSpher28,finalCellSpher29,finalCellSpher30,finalCellSpher31,finalCellSpher32,finalCellSpher33,finalCellSpher34,finalCellSpher35,finalCellSpher36,finalCellSpher37,finalCellSpher38,finalCellSpher39,finalCellSpher40,finalCellSpher41
0.599870384,0.687793553,0.916869181,0.901368571,0.990735103,0.995754721,0.726315741,0.945460964,0.956491697,0.999633059,0.999822538,0.664905551,0.92372423,0.882880936,0.982040464,0.999501431,0.993367578,0.988525517,0.987692171,0.931867957,0.959633653,0.991557723,0.961982918,0.795882487,0.975375497,0.930178,0.905227165,0.851716206,0.876217886,0.943512143,0.738264227,0.97501177,0.996336782,0.758925241,0.973019572,0.655014308,0.979792761,0.961963632,0.85677763,0.951836086,0.992789362
0.431853145,0.847750358,0.972294337,0.764328504,0.784236474,0.904176037,0.84333725,0.989131734,0.755921551,0.979168815,0.982946345,0.955598794,0.984631384,0.714974573,0.999983089,0.999697471,0.975233344,0.999050031,0.969587013,0.958098708,0.996108626,0.967611888,0.979573249,0.979840285,0.889449336,0.999919978,0.751155379,0.928033115,0.990217933,0.957433604,0.992423467,0.74132368,0.981803797,0.984775825,0.929022048,0.983600618,0.942464015,0.966258396,0.99605364,0.963710336,0.913198394
0.659245133,0.506815441,0.862870688,0.936114136,0.973583742,0.974906446,0.896551678,0.99430846,0.608036137,0.620197574,0.986454781,0.986240184,0.963770194,0.999646045,0.87147811,0.979045444,0.993236365,0.99783015,0.976748709,0.9449647,0.977252693,0.9929453,0.698019214,0.995808001,0.939146827,0.866317864,0.99351321,0.956543858,0.706206125,0.998814783,0.857343259,0.998180561,0.99816158,0.72496151,0.999866537,0.922792257,0.986408339,0.873536297,0.990506573,0.994791317,0.987877726
0.526277423,0.76806358,0.924626464,0.98680809,0.886717119,0.589004475,0.870453815,0.987302626,0.992417741,0.999074758,0.383538339,0.996698724,0.997396211,0.908272022,0.986092495,0.909852653,0.968753961,0.853296178,0.995186859,0.999780938,0.997797349,0.998969034,0.694643178,0.988676691,0.969490988,0.999826671,0.789841909,0.999660045,0.999675742,0.867289259,0.80238174,0.998567784,0.98396423,0.996906495,0.99999759,0.666604187,0.992985651,0.996623801,0.866541988,0.992929321,0.801151822
0.616585195,0.696006408,0.999057407,0.996233453,0.997989681,0.662811513,0.991547007,0.870677962,0.949550801,0.951883352,0.941650353,0.961544476,0.967360066,0.954136136,0.974314987,0.84074921,0.996459103,0.885767888,0.991385011,0.997928214,0.999752412,0.977464002,0.821124352,0.993997572,0.423092954,0.913756057,0.99964888,0.98548259,0.992792415,0.99999856,0.803810017,0.983725201,0.996834477,0.994192289,0.937307935,0.773740992,0.953197223,0.991972625,0.998039861,0.999373619,0.97189225
0.687840283,0.589960716,0.539189217,0.987505245,0.995130212,0.686309175,0.901203233,0.980328695,0.985690036,0.984446917,0.999797629,0.999809992,0.999937522,0.9944344,0.930042821,0.984921743,0.991735652,0.820970725,0.940275376,0.999556784,0.298930326,0.913097077,0.853503602,0.958781092,0.790320271,0.884360493,0.941527739,0.833770136,0.987484758,0.913319828,0.699259766,0.897372692,0.998313009,0.98563433,0.991570487,0.999718042,0.212229714,0.911175958,0.868843376,0.700790347,0.99154423
0.447891265,0.816369843,0.956115167,0.818096042,0.991540684,0.990965569,0.622466301,0.97581961,0.795758888,0.92132249,0.769894685,0.974163881,0.999960386,0.981952094,0.873024794,0.638002873,0.999846936,0.95196924,0.993147022,0.651087923,0.984826045,0.997852645,0.97080037,0.954520084,0.997369869,0.999871105,0.949401879,0.935476148,0.999456005,0.883930814,0.799714233,0.98502134,0.999995854,0.995489891,0.947015479,0.996111255,0.888381118,0.978333883,0.91084153,0.99984425,0.950340155
0.650799096,0.69074023,0.983040631,0.621441107,0.5939488,0.973812652,0.975839974,0.999233904,0.774074841,0.838473134,0.987541432,0.775159057,0.99766482,0.717734527,0.921593897,0.978818244,0.995458655,0.914825883,0.948491157,0.996488808,0.740656281,0.893180769,0.992786194,0.968871374,0.899687408,0.928086958,0.93017035,0.999726876,0.9995359,0.999861641,0.575830901,0.906856509,0.896625584,0.986173036,0.992796625,0.990557612,0.960679432,0.986212967,0.998945425,0.926014928,0.989134196
0.761590123,0.48490542,0.988475748,0.928788516,0.964883087,0.99997188,0.977117679,0.999346424,0.690899893,0.295650334,0.958086616,0.946020594,0.995383157,0.990934604,0.998874529,0.905007905,0.998851472,0.95322056,0.877413749,0.99915599,0.995547125,0.989943725,0.999960158,0.913711255,0.445618904,0.9926992,0.998838224,0.961552396,0.667129211,0.999961352,0.999989014,0.835457603,0.981179137,0.999304229,0.565207491,0.955956943,0.998858957,0.972437017,0.931680108,0.984304374,0.905574088
0.641356707,0.583922378,0.937249507,0.746507375,0.991249561,0.809612882,0.957550171,0.738838986,0.856578505,0.934042635,0.968304842,0.963613815,0.94887535,0.55131526,0.888103908,0.941341314,0.994899717,0.889430134,0.93741429,0.940594179,0.952763576,0.651331434,0.996990817,0.850629911,0.988840963,0.841228576,0.985511695,0.989580897,0.57208151,0.999877812,0.95202481,0.989825317,0.974632364,0.874708616,0.996325215,0.961226353,0.962497543,0.746195747,0.983323218,0.985713351,0.889828383
0.52953124,0.757919362,0.342755274,0.751292446,0.930314619,0.971462718,0.998448405,0.999974307,0.996700061,0.999916893,0.989134561,0.978167772,0.975990699,0.833992985,0.978559977,0.707516184,0.925458195,0.999860209,0.855401641,0.983478886,0.980880139,0.977425005,0.949054273,0.942688428,0.926643037,0.962858842,0.911207523,0.960171731,0.975581798,0.992386941,0.995869121,0.826630796,0.800304325,0.862925482,0.983289926,0.998335681,0.972293281,0.931063666,0.891323984,0.98455753,0.999927921
0.692661643,0.580292077,0.643180434,0.951105047,0.994887069,0.9604096,0.996359114,0.997111527,0.987487505,0.985607973,0.999992801,0.988984647,0.938805315,0.975227861,0.861808186,0.422722345,0.982007882,0.976212654,0.932660884,0.98810886,0.792455489,0.983552296,0.993013105,0.966857617,0.846271418,0.979348815,0.99045419,0.650203148,0.995456339,0.927785004,0.697398344,0.941318438,0.977051825,0.916042473,0.989704194,0.605427302,0.995325802,0.885794681,0.999300721,0.998071488,0.959495721
0.726198971,0.539211584,0.976979016,0.947424303,0.889387823,0.997133129,0.949124406,0.899449008,0.978377457,0.704241571,0.980416475,0.931966453,0.888898749,0.999533302,0.996837214,0.99291681,0.917850378,0.975825617,0.985548845,0.85619303,0.998390574,0.950550845,0.997981896,0.9336152,0.999294085,0.933946737,0.982736959,0.969706155,0.858382927,0.938547844,0.966966444,0.978603338,0.446237807,0.554603515,0.933891064,0.887492031,0.919909334,0.965347034,0.979943462,0.941935459,0.872248704
0.7156111,0.436378317,0.963075413,0.941162161,0.989524201,0.999147723,0.998257109,0.980515487,0.723882903,0.987491054,0.994714078,0.999909888,0.939038021,0.954317422,0.893647623,0.666917551,0.984066395,0.976999543,0.993741186,0.866395281,0.9856573,0.805237932,0.997329573,0.953968678,0.851136083,0.988020642,0.900374837,0.936928736,0.996777656,0.930481068,0.981432988,0.997877512,0.474863289,0.955809677,0.926181388,0.994157872,0.992781743,0.985585295,0.907703051,0.994820144,0.980320301
0.486582965,0.734998653,0.962490152,0.986635949,0.999868645,0.811102882,0.987989491,0.801363766,0.993571732,0.973107065,0.997139548,0.999555994,0.89346822,0.990826943,0.937352368,0.945912715,0.993225312,0.751997669,0.919102832,0.798473869,0.999510801,0.789301501,0.9107428,0.999925477,0.808165007,0.832838461,0.982292792,0.73734616,0.873337987,0.978101324,0.929107973,0.485546901,0.973760994,0.919450508,0.710449088,0.997889112,0.92256418,0.949309169,0.967016074,0.891005135,0.989208778
0.596763253,0.704118072,0.846357646,0.828327702,0.950407705,0.965140994,0.996487666,0.946269849,0.986309373,0.933132345,0.997303301,0.966677538,0.992070987,0.999789696,0.99675996,0.635294204,0.840049537,0.55792457,0.999273986,0.995757782,0.999975237,0.72294194,0.979151828,0.982903615,0.937849776,0.875579382,0.996335923,0.904143408,0.994063775,0.951918718,0.98737811,0.643538292,0.978278095,0.869957544,0.934637975,0.9929654,0.889324167,0.878835023,0.654228455,0.576777437,0.989912099
0.604581714,0.685821313,0.945577975,0.830263626,0.985141642,0.955369586,0.995040577,0.811539807,0.762517527,0.87597917,0.993184907,0.988702497,0.992191662,0.752521661,0.95558345,0.995933558,0.991065854,0.906320323,0.934040539,0.998167787,0.765283646,0.973440695,0.988952311,0.87404345,0.916339605,0.957541806,0.785085237,0.61265304,0.962793889,0.940758764,0.94354215,0.981309071,0.946432983,0.586623765,0.995867335,0.998839016,0.904750522,0.806580654,0.986312516,0.915517311,0.971714376
0.730256796,0.567088985,0.900938958,0.998606267,0.901278834,0.572983981,0.895497316,0.956729502,0.994141156,0.991692571,0.833884156,0.973157879,0.899149015,0.910855207,0.825273359,0.994863804,0.870372523,0.946247564,0.992749228,0.899011836,0.96246824,0.874497117,0.952897577,0.833912036,0.995712866,0.973920173,0.646453656,0.993394607,0.981308082,0.999095853,0.649749816,0.74760954,0.977334984,0.994838233,0.961053282,0.977546567,0.997090756,0.860451911,0.881117232,0.92248753,0.983897227
0.788079798,0.492611719,0.990352193,0.959506519,0.996303603,0.957879177,0.994441019,0.945953079,0.953035446,0.999829248,0.947739732,0.999636554,0.735263058,0.738573937,0.9999707,0.173675549,0.973673939,0.982647994,0.989683069,0.959080871,0.957185271,0.984838256,0.526266348,0.99949458,0.876316174,0.994368971,0.99963728,0.701374422,0.88240972,0.997165522,0.965184395,0.809243284,0.990722033,0.833972768,0.889912717,0.997411157,0.969883001,0.96338457,0.864083875,0.985458998,0.892699954
0.642544329,0.582357694,0.993520862,0.856428385,0.853717834,0.972478635,0.97948203,0.964960739,0.991190387,0.986988628,0.588589096,0.926517197,0.9969092,0.922746927,0.982338785,0.927504084,0.968662728,0.998788655,0.996401503,0.919579295,0.996151763,0.996715452,0.944766338,0.98676948,0.775774828,0.773408753,0.996075434,0.983854995,0.999479713,0.939902672,0.9802913,0.980473572,0.887209242,0.899147543,0.995987065,0.90272085,0.999820104,0.977667357,0.98633436,0.88695586,0.951235868
0.713695168,0.505867319,0.914513978,0.999959107,0.92448274,0.990689124,0.888512129,0.96314002,0.93438512,0.800409268,0.863402265,0.998026126,0.998580513,0.974949638,0.824942864,0.949089735,0.99992526,0.943290253,0.778423591,0.996078572,0.777772539,0.996754359,0.989998093,0.999746932,0.934188928,0.840133011,0.935401984,0.835515104,0.999827483,0.995838602,0.821496762,0.999945161,0.889990564,0.959879414,0.943707229,0.642367673,0.989708352,0.984633689,0.968471259,0.976902776,0.996424558
0.609238803,0.997843765,0.999054948,0.954659048,0.977542446,0.954879886,0.997659032,0.999592707,0.997673972,0.993766848,0.998039872,0.818882253,0.998437355,0.910821924,0.989259637,0.990532356,0.731558172,0.95129832,0.983087439,0.995828805,0.999618125,0.968077681,0.991719606,0.997325486,0.99397865,0.999989048,0.999789043,0.999986257,0.999987259,0.999847219,0.995140379,0.994413477,0.993551024,0.997358529,0.998844602,0.949451581,0.994233491,0.988597095,0.998349883,0.982223145,0.897491261
0.674563885,0.487218351,0.677415149,0.876989844,0.989399768,0.995975029,0.994961382,0.669763415,0.911102995,0.929668886,0.938997029,0.974350886,0.6457979,0.985455822,0.97168629,0.996419542,0.988381645,0.972918937,0.784206319,0.920283131,0.838576946,0.927046138,0.999135973,0.836605047,0.994936461,0.998953053,0.999971943,0.967859166,0.892679724,0.928143267,0.997530427,0.999899913,0.403105171,0.880816626,0.82785042,0.995772715,0.973282296,0.859989719,0.999416811,0.960328025,0.983103688
0.582712948,0.706308984,0.866277101,0.78685617,0.996726573,0.992282195,0.477042291,0.910985123,0.995879479,0.986960754,0.927099759,0.907481942,0.690835853,0.592585404,0.998450259,0.990267514,0.667942256,0.979783245,0.839559091,0.928080178,0.995715064,0.997339007,0.99629939,0.882672533,0.960573095,0.980750702,0.99959878,0.979149944,0.996419952,0.931712151,0.999990212,0.994769777,0.996650678,0.924441472,0.973436142,0.983900347,0.653940485,0.999946759,0.926324528,0.9794111,0.978248463
0.695982218,0.54866982,0.820852493,0.995641977,0.78896814,0.992976767,0.992002204,0.981611998,0.990678339,0.924196848,0.905457206,0.985992574,0.754865489,0.973595146,0.943712671,0.970128738,0.999063648,0.950048483,0.957539346,0.999904742,0.761177015,0.730717132,0.771731781,0.90586222,0.93640362,0.971518428,0.983851112,0.999843442,0.88580918,0.95351721,0.995183879,0.828203748,0.971766004,0.970049646,0.689258842,0.998737664,0.99997006,0.984866002,0.970180642,0.99908058,0.804732363
0.60718298,0.686720535,0.921286089,0.997532115,0.983361596,0.713570565,0.976690098,0.999888246,0.867664048,0.957963554,0.983881771,0.993913069,0.987867255,0.864388255,0.99674781,0.965761656,0.998419558,0.986896953,0.974577065,0.998152074,0.865180822,0.759387903,0.972174371,0.999873094,0.906523638,0.432578063,0.880111564,0.990497075,0.952302453,0.996094402,0.989548636,0.836946307,0.971319265,0.927207178,0.988933446,0.98456388,0.946354061,0.994696371,0.925508022,0.95615526,0.994870416
0.624007821,0.682139328,0.992380727,0.94634931,0.980485894,0.923733357,0.966189356,0.998038074,0.940373314,0.784834345,0.91807087,0.999998328,0.994942799,0.995499214,0.999834685,0.961790129,0.996636895,0.999577095,0.998420286,0.972348699,0.993662498,0.979062086,0.910900686,0.998235363,0.999999028,0.991220176,0.997118037,0.754534705,0.973107593,0.86487551,0.994692296,0.897908179,0.883157174,0.967954231,0.973436342,0.975667949,0.957078595,0.99962702,0.991822897,0.851959684,0.99989877
0.770249844,0.46221764,0.993067931,0.99681312,0.991192777,0.999873704,0.878559454,0.497873655,0.905448398,0.824141326,0.920775401,0.937209421,0.999059181,0.998935902,0.991822936,0.975161386,0.974351957,0.964469036,0.712999525,0.981654595,0.926588174,0.920085046,0.91457339,0.999324684,0.690162002,0.980231194,0.556558506,0.966116761,0.737703473,0.99890831,0.995223893,0.705604989,0.892776453,0.999435316,0.967503165,0.952742448,0.845353578,0.994154442,0.962854028,0.978857866,0.721589486
0.701154232,0.563596651,0.914452252,0.70557079,0.946538168,0.782289141,0.99979711,0.871984642,0.978474378,0.532753652,0.998152003,0.996193034,0.983870078,0.93137871,0.692577942,0.723106036,0.744855757,0.975330093,0.945721823,0.853510756,0.985176825,0.988714596,0.92397163,0.708446592,0.931780618,0.873531293,0.685222102,0.992250353,0.996491865,0.999908754,0.993270538,0.91870001,0.943732088,0.99911484,0.996501703,0.997535361,0.998800028,0.999986858,0.929331016,0.992180333,0.968110186
0.492148191,0.805975841,0.978521742,0.688563441,0.998966967,0.994078274,0.882304889,0.980854724,0.934751526,0.996834811,0.957890916,0.893840401,0.910381283,0.880228412,0.977925588,0.990476546,0.816719204,0.992586527,0.862317229,0.990402325,0.961634433,0.949240884,0.728100981,0.804095259,0.999925325,0.973085423,0.997153232,0.97844374,0.929599425,0.972726935,0.988870252,0.832742928,0.943059204,0.97930614,0.728894523,0.91259564,0.638494573,0.854568281,0.994763866,0.960291161,0.993152189
0.735554516,0.505384702,0.899172485,0.999937062,0.779188629,0.986944043,0.996845741,0.985592826,0.998873869,0.979342795,0.677063165,0.964119052,0.973733306,0.999515971,0.967243251,0.996322774,0.991368281,0.98079004,0.979726203,0.71719597,0.822599319,0.997958717,0.718711442,0.991147418,0.983828113,0.972677309,0.816975599,0.842856862,0.99122339,0.999232877,0.761907535,0.99999637,0.931950907,0.918771995,0.972007211,0.984125119,0.745170781,0.999926864,0.983862391,0.911416972,0.983663562
0.757714868,0.368429982,0.990893341,0.998407329,0.998771527,0.982225659,0.958221773,0.975055262,0.996275486,0.961588224,0.718353571,0.545385333,0.746426856,0.967283693,0.997940857,0.980182856,0.988965587,0.993310785,0.999604389,0.995708013,0.821707325,0.703055875,0.99675138,0.862028355,0.947523007,0.997252235,0.991203784,0.88678726,0.979783222,0.953959191,0.995092329,0.993627037,0.858632021,0.973914601,0.968954913,0.864999995,0.888815551,0.99929344,0.990249802,0.986033511,0.994292993
0.774291337,0.437039422,0.982063155,0.891456341,0.998032791,0.998111886,0.993612079,0.986567398,0.981622691,0.856029095,0.59472816,0.984745384,0.983582839,0.979142315,0.942862913,0.989425743,0.986201833,0.853225793,0.998243049,0.757674095,0.991774732,0.999955114,0.980315649,0.999952245,0.969414343,0.722442783,0.939771498,0.904107537,0.270587095,0.987609619,0.916465185,0.995855212,0.997673481,0.997982245,0.91694327,0.890592423,0.859277259,0.909013715,0.957585243,0.931551813,0.990896275
0.710651755,0.565872874,0.888270046,0.935893124,0.974148064,0.999664755,0.98344224,0.999320638,0.992426034,0.98403652,0.998752728,0.812873697,0.993892478,0.962897597,0.941658489,0.907497923,0.954172237,0.756780343,0.711389156,0.967055358,0.971428692,0.934653076,0.959931324,0.999699517,0.984925021,0.999999093,0.964665099,0.909561181,0.989039705,0.914776709,0.996666827,0.974697746,0.983440221,0.897340797,0.993853095,0.978121476,0.906331232,0.973090931,0.999975941,0.942844069,0.949675687
0.55532515,0.519888216,0.902072869,0.951065487,0.753719514,0.998971068,0.982745188,0.985085674,0.997446014,0.997345911,0.984904482,0.867775048,0.993248525,0.996977069,0.894428787,0.897120333,0.999945991,0.99899851,0.987006004,0.799103533,0.806138455,0.784940047,0.874188133,0.963716311,0.833347601,0.982233184,0.938540894,0.99584895,0.954199336,0.737827745,0.99922745,0.809843886,0.947408117,0.993135725,0.937812662,0.841775606,0.79057404,0.996268552,0.731300455,0.578737066,0.831324976
0.690950572,0.534866737,0.635895818,0.999923724,0.744720924,0.821264715,0.852862284,0.980591821,0.871017668,0.998065007,0.999488175,0.732370986,0.99595109,0.583068219,0.872102592,0.386696162,0.975456387,0.892657338,0.978465988,0.999937928,0.969219538,0.996736611,0.914208454,0.976111539,0.984490833,0.993054352,0.77692961,0.994145908,0.979912668,0.943189409,0.993014534,0.981212049,0.92189391,0.696859345,0.935411813,0.899522428,0.961744485,0.998133026,0.998880569,0.995026524,0.999429075
0.679171681,0.637390905,0.96870563,0.950857331,0.999185425,0.992398594,0.546469113,0.993221369,0.974967781,0.982482923,0.922652972,0.957003245,0.984858947,0.952173247,0.999999975,0.999956127,0.9758575,0.976781601,0.978862556,0.633135417,0.973498192,0.964393446,0.998113581,0.466582787,0.879691032,0.989925566,0.942774074,0.994228583,0.841107065,0.881160724,0.989084657,0.829422204,0.828412742,0.990837894,0.887602855,0.954977129,0.901155594,0.91317535,0.950958578,0.950201024,0.998944829
0.628430009,0.663060383,0.961463299,0.923639242,0.818482478,0.905341693,0.997535583,0.999813487,0.971764055,0.98233759,0.988419651,0.711649638,0.490192372,0.938730659,0.871749914,0.998262611,0.992944773,0.965175865,0.999684936,0.998337397,0.932890592,0.942602306,0.754319491,0.799339486,0.99998849,0.999982355,0.915556811,0.822256213,0.935321317,0.998682749,0.99782318,0.955203107,0.998994843,0.957355164,0.55707078,0.953003628,0.909486059,0.795284824,0.962786001,0.936255073,0.807488375
0.654225409,0.639146237,0.96615788,0.99901262,0.955936845,0.941805441,0.865794973,0.997531642,0.99967509,0.946553004,0.966079376,0.8259553,0.622050527,0.99941711,0.999503374,0.975471356,0.999542304,0.954874767,0.99991454,0.999999941,0.974532258,0.873796715,0.780587261,0.88773474,0.973681947,0.983169823,0.963177175,0.89818034,0.981736433,0.953366402,0.989166679,0.880422987,0.87638157,0.99023798,0.998766291,0.99932405,0.983874374,0.763348806,0.886084787,0.93745059,0.681344927
0.778026342,0.392172991,0.799194817,0.998682256,0.84021165,0.999986874,0.967900997,0.959821847,0.983077346,0.988995566,0.823481814,0.967529526,0.987235882,0.960128759,0.92342713,0.979357085,0.761276307,0.823899786,0.935849212,0.815779464,0.962444496,0.982971119,0.998573038,0.946832724,0.972127278,0.915536465,0.979893505,0.999392798,0.999824073,0.980212654,0.996968433,0.940037825,0.834750102,0.929051139,0.974061156,0.975236426,0.977694806,0.957233059,0.997295116,0.863783795,0.911394411
0.628746808,0.686106419,0.927548165,0.994671712,0.805602775,0.998042535,0.973494519,0.976249926,0.99999898,0.956202703,0.966345659,0.869214179,0.97333383,0.968161353,0.976147614,0.945729612,0.906429613,0.999947834,0.991577197,0.886853074,0.69196338,0.984697431,0.992475122,0.938623577,0.999971121,0.983772533,0.878575648,0.990049085,0.941580698,0.992762717,0.99992506,0.936923975,0.994905789,0.870053633,0.991760479,0.908176763,0.917815169,0.992984322,0.810130128,0.959702082,0.999895587
0.718865573,0.531316395,0.832151174,0.998227693,0.982022821,0.86616224,0.999958992,0.69690374,0.997479053,0.95975101,0.718370291,0.999958038,0.809338697,0.986511459,0.999847152,0.577351512,0.997942045,0.999993663,0.953377879,0.998444373,0.994296816,0.816567647,0.751081224,0.926274015,0.752157166,0.76867322,0.840589208,0.946971541,0.963716964,0.995386051,0.998513174,0.961582659,0.987072484,0.981398471,0.843700971,0.980442937,0.574498284,0.373593024,0.993210836,0.529172214,0.877520792
0.789535463,0.46162889,0.998778732,0.928373037,0.842109878,0.961094269,0.639402644,0.996633887,0.996763586,0.552897874,0.581766507,0.998039529,0.944724835,0.937099415,0.9912447,0.999999707,0.970406497,0.904388478,0.955245541,0.987244555,0.980014265,0.999825877,0.96831656,0.894761762,0.300155892,0.926245291,0.884874652,0.865834507,0.946468213,0.960763519,0.645479385,0.998239889,0.795501827,0.9872283,0.882234838,0.888891049,0.991101984,0.985085144,0.991234721,0.796088059,0.949000991
0.613810778,0.658860396,0.949531019,0.854724231,0.734357731,0.955391299,0.97836369,0.872661769,0.987932682,0.987697313,0.986507693,0.998449183,0.93836824,0.999961784,0.78018187,0.997696412,0.919928574,0.928840842,0.984723882,0.871788634,0.997073947,0.870702173,0.999772615,0.960297953,0.950180582,0.941439504,0.984368843,0.945560999,0.997480909,0.943758642,0.955182889,0.974655022,0.554941975,0.980411694,0.88694639,0.967071642,0.98628608,0.964844721,0.993711942,0.997470253,0.900317086
0.591477275,0.707747126,0.314351407,0.761769796,0.85911178,0.948409423,0.94171349,0.9264685,0.767851513,0.987940036,0.884215922,0.998226795,0.511615842,0.679979169,0.970737385,0.914378902,0.819793284,0.97281861,0.972061815,0.967335318,0.911497779,0.999825401,0.930515553,0.997702444,0.999978958,0.995211152,0.981678062,0.60559269,0.992570741,0.936437037,0.977043095,0.902849199,0.999685214,0.961091124,0.974659145,0.713636823,0.944900361,0.985046756,0.998873227,0.971150045,0.79962065
0.40207994,0.868040768,0.969440952,0.89890537,0.999995888,0.863847024,0.763081804,0.89780808,0.944557066,0.930558173,0.910511767,0.913844118,0.996160364,0.998090658,0.949896963,0.951007721,0.430215468,0.989912453,0.6167145,0.999566828,0.9881199,0.980682828,0.996974682,0.994740601,0.76551404,0.8756364,0.91086861,0.808495569,0.98165726,0.999723687,0.95458351,0.90807658,0.785374708,0.985834324,0.961370853,0.998606168,0.937238107,0.957765413,0.941848173,0.998648951,0.98124707
0.813659132,0.307132193,0.990725956,0.997008856,0.972216063,0.9967398,0.924938402,0.956378576,0.909285817,0.837481478,0.584233638,0.962872186,0.991778933,0.431237491,0.775102995,0.944179751,0.999582164,0.836579771,0.72928508,0.982602646,0.978768656,0.826717114,0.657957757,0.636441018,0.8215142,0.96301365,0.972458967,0.996196385,0.994541173,0.994253995,0.94873705,0.974605002,0.99970049,0.897522504,0.993238473,0.998631262,0.740677765,0.909660379,0.825570626,0.999989031,0.938057957
0.681081712,0.555618683,0.989498067,0.95586848,0.938186919,0.99694284,0.842419943,0.96576075,0.695524168,0.952939066,0.999915587,0.853019768,0.997490233,0.991974831,0.598102761,0.999207149,0.888126638,0.998769093,0.903244831,0.977560223,0.984674154,0.787574733,0.999704696,0.945150795,0.957538263,0.973759945,0.896511044,0.944895766,0.989604463,0.914517553,0.973127808,0.97719495,0.963683631,0.994693783,0.9840632,0.979449261,0.915570754,0.914048636,0.942476716,0.999393935,0.981702008
0.796940744,0.417795791,0.918661024,0.999999967,0.999588375,0.99742366,0.922499941,0.988158543,0.802548538,0.99792982,0.976961249,0.742020866,0.871307339,0.983191787,0.887382858,0.818867399,0.816988883,0.947379341,0.621233105,0.986538993,0.976544856,0.904942547,0.951242207,0.989826539,0.786270086,0.997113723,0.978735166,0.902802161,0.982051526,0.833458409,0.754043069,0.994027112,0.805362187,0.998501831,0.799884491,0.909406946,0.938306447,0.827854422,0.97687923,0.988089113,0.986075951
0.40207994,0.868040768,0.969440952,0.89890537,0.999995888,0.863847024,0.763081804,0.89780808,0.944557066,0.930558173,0.910511767,0.913844118,0.996160364,0.998090658,0.949896963,0.951007721,0.430215468,0.989912453,0.6167145,0.999566828,0.9881199,0.980682828,0.996974682,0.994740601,0.76551404,0.8756364,0.91086861,0.808495569,0.98165726,0.999723687,0.95458351,0.90807658,0.785374708,0.985834324,0.961370853,0.998606168,0.937238107,0.957765413,0.941848173,0.998648951,0.98124707
0.610771418,0.62843465,0.917498741,0.963027936,0.99966126,0.994196417,0.973173975,0.880632798,0.90393768,0.952402939,0.920832067,0.917752019,0.62385707,0.963870163,0.884792024,0.877622233,0.993177862,0.994642082,0.7926749,0.851804086,0.999611984,0.99483929,0.992007883,0.908117237,0.994716327,0.968254506,0.909764456,0.970378955,0.998485041,0.982907992,0.6475265,0.992284174,0.950763492,0.993863831,0.999909728,0.994295357,0.998841039,0.985644326,0.999758124,0.975273739,0.983693597
0.748343647,0.752101103,0.999731694,0.920872173,0.967168784,0.998930809,0.985680819,0.975578556,0.995195067,0.877311072,0.915108181,0.881747502,0.999914117,0.620288007,0.990950887,0.98870531,0.929497869,0.997988505,0.984546186,0.83602297,0.980564331,0.966085951,0.986507771,0.996438124,0.999986979,0.999134787,0.753708667,0.908387755,0.999102837,0.976760417,0.904674066,0.998168088,0.978366207,0.910847789,0.973559298,0.965685608,0.916305329,0.847104538,0.99576423,0.672872738,0.999997005
0.73554039,0.460586113,0.898131835,0.972036033,0.960569442,0.963827464,0.865100394,0.856147158,0.998573512,0.948333445,0.503703661,0.965525208,0.992821991,0.933380144,0.9548452,0.849049348,0.984877464,0.998736601,0.938177081,0.9725834,0.929571851,0.781242108,0.916168881,0.998380823,0.984951117,0.989481605,0.905324255,0.971465458,0.691791105,0.992188367,0.91089689,0.96358218,0.992498194,0.953507458,0.776292638,0.98593526,0.975613545,0.899540393,0.983590147,0.955416433,0.983909841
0.521820903,0.67757471,0.794364951,0.945683189,0.418457977,0.899499304,0.817650872,0.692642863,0.929434106,0.906247238,0.999802167,0.947302898,0.653049259,0.990745686,0.987883231,0.989553357,0.994433627,0.936915645,0.914188798,0.997064391,0.906388315,0.928099344,0.994350608,0.972248327,0.968293763,0.843313028,0.988026596,0.997522262,0.951505215,0.803204899,0.756601301,0.982393221,0.858870675,0.797037382,0.926082651,0.74342614,0.98377566,0.752610715,0.954542363,0.989596531,0.99265268
0.636420846,0.638183354,0.433459244,0.997112808,0.92024198,0.625866969,0.994779709,0.957110675,0.989437008,0.827200092,0.999262752,0.98184227,0.888523852,0.842386659,0.959823653,0.999658059,0.941691043,0.802354969,0.949181936,0.895594181,0.85483502,0.897561314,0.999959349,0.952264814,0.64231126,0.979749554,0.963313549,0.934556193,0.985172609,0.999999698,0.977932787,0.999933553,0.999438823,0.99132748,0.998494369,0.896154494,0.99706924,0.933907397,0.979522622,0.686874681,0.954081892
