roundness,finalCell2,finalCell3,finalCell4,finalCell5,finalCell6,finalCell7,finalCell8,finalCell9,finalCell10,finalCell11,finalCell12,finalCell13,finalCell14,finalCell15,finalCell16,finalCell17,finalCell18,finalCell19,finalCell20,finalCell21,finalCell22,finalCell23,finalCell24,finalCell25,finalCell26,finalCell27,finalCell28,finalCell29,finalCell30,finalCell31,finalCell32,finalCell33,finalCell34,finalCell35,finalCell36,finalCell37,finalCell38,finalCell39,finalCell40,finalCell41,finalCell42,finalCell43,finalCell44,finalCell45,finalCell46,finalCell47,finalCell48,finalCell49,finalCell50,finalCell51,finalCell52,finalCell53,finalCell54,finalCell55,finalCell56,finalCell57,finalCell58,finalCell59,finalCell60,finalCell61,finalCell62,finalCell63,finalCell64,finalCell65,finalCell66,finalCell67,finalCell68,finalCell69,finalCell70,finalCell71,finalCell72,finalCell73,finalCell74,finalCell75,finalCell76,finalCell77,finalCell78,finalCell79,finalCell80,finalCell81,finalCell82,finalCell83,finalCell84,finalCell85,finalCell86,finalCell87,finalCell88,finalCell89,finalCell90,finalCell91,finalCell92,finalCell93,finalCell94,finalCell95,finalCell96,finalCell97,finalCell98,finalCell99,finalCell100,finalCell101,finalCell102,finalCell103,finalCell104,finalCell105,finalCell106,finalCell107,finalCell108,finalCell109,finalCell110,finalCell111,finalCell112,finalCell113,finalCell114,finalCell115,finalCell116,finalCell117,finalCell118,finalCell119,finalCell120,finalCell121,finalCell122,finalCell123,finalCell124,finalCell125,finalCell126,finalCell127,finalCell128,finalCell129,finalCell130,finalCell131,finalCell132,finalCell133,finalCell134,finalCell135,finalCell136,finalCell137,finalCell138,finalCell139,finalCell140,finalCell141,finalCell142,finalCell143,finalCell144,finalCell145,finalCell146,finalCell147,finalCell148,finalCell149,finalCell150,finalCell151,finalCell152,finalCell153,finalCell154,finalCell155,finalCell156,finalCell157,finalCell158,finalCell159,finalCell160,finalCell161
0.859085679,1,0.001845292,0.035231139,0.001931279,-0.001588786,0.001560323,0.000395019,0.000236796,0.002070195,-0.000481044,0.000692101,7.45929E-05,-0.000637425,0.001284003,-0.00096649,0.00136745,-0.000161193,7.44594E-05,0.000408549,-0.000170118,0.000193521,-0.000183616,0.000204717,0.000252124,0.000341676,0.000647618,0.000311911,-6.12725E-07,0.000347685,-8.26557E-05,0.000108919,6.96102E-05,0.000224049,0.000120191,9.22379E-05,0.000353687,-9.15362E-05,0.000120135,-0.000180573,6.26843E-05,5.2174E-17,-0.013083823,-0.006594219,0.005522839,0.004351406,3.53578E-05,0.00239776,-0.000531719,-0.002194907,0.00028464,-0.001437391,-8.42677E-05,0.00063954,0.000317792,0.000361395,-0.000414906,-0.00053642,-0.001251358,-0.000781442,-0.000174453,0.0002401,0.00049641,-1.47211E-05,0.000512283,0.000364725,-0.000246818,-0.00042414,-0.000287715,-1.09253E-05,1.06877E-06,-0.000158734,-1.04036E-05,6.3977E-05,3.13295E-05,0.000195027,1.88668E-05,-0.000220657,9.2783E-05,7.34465E-05,0.00024917,0,-0.003019174,-0.009911983,-0.001814265,-0.003707671,0.000980522,-0.001378634,0.00113855,-0.000686813,0.000925691,-0.000530001,0.000328589,0.00014818,0.000219305,0.001001012,0.000281677,0.000839429,9.79277E-05,0.000134212,-0.000807186,-2.73416E-05,-0.001084427,0.000143717,8.18123E-05,7.48411E-05,0.000365261,9.27711E-05,-4.93404E-06,-0.000121403,6.13211E-05,-0.000264791,-8.16727E-05,-0.000230774,-6.58281E-05,-0.000149955,-0.000192601,-0.000147637,-4.08856E-05,-0.000219529,0.000178391,0.755523023,-0.002226196,0.050147242,-0.004627737,0.001356965,0.003306832,-0.003334155,0.00254508,-0.001116616,-0.001206862,0.001877685,-0.000837444,0.000455381,-0.000221622,0.000399057,0.000549732,-0.000856031,0.000542809,0.000269296,-0.000294949,-1.65315E-05,0.000116702,-0.000293293,-0.000466717,6.22148E-05,-0.000159219,-8.77428E-05,0.000258622,0.000136707,9.21914E-05,-0.000202537,-4.24854E-05,-6.04788E-05,-0.00023773,0.000380557,-0.000118848,9.42124E-05,0.000444661,-7.96825E-05,-0.000309079
0.292403102,1,-0.011114326,0.040696711,-0.022308735,0.010108745,-0.01446813,-0.006942282,-0.00454444,-0.008441954,-0.006717917,-0.002529015,0.000509713,-0.00402983,0.001778443,-0.001290912,0.001204919,0.00175747,0.000346359,0.00089571,0.001554112,0.000679253,0.0008193,-0.000689812,0.000559805,-0.001133598,0.000355954,-0.00041295,-0.000237069,0.000469315,-0.001099032,0.000366565,-0.000982252,0.000834165,-0.000472065,0.000290697,-0.000123545,0.000827191,0.000163628,0.000156134,0.000238267,1.17956E-16,-0.000998787,0.02091131,0.027759226,-0.023265454,-0.006331795,0.004493729,-0.002536649,0.003440347,-0.005365632,0.001385142,0.003514295,0.002071109,-0.001487112,-0.003323343,0.00255839,0.000762541,-0.00054703,0.000373941,-0.000586523,-0.000943433,0.000139677,4.0698E-05,0.000223893,0.000360197,0.000496255,-0.000374836,-0.000906408,0.00115564,-0.000595238,-0.000246632,0.0006275,6.36015E-05,-0.000282489,-0.000346074,-0.000414706,0.000251426,0.000582248,-0.000550382,0.000253583,-5.89779E-17,-0.002984846,0.026596311,0.008550277,0.000381178,0.015449961,-0.008838074,0.00190556,-0.001389659,-0.003177271,0.000103431,-0.000528775,-0.000805789,-0.000689435,-0.00035225,0.000953481,-0.002309031,0.00167273,-0.000473605,0.000863275,0.000118564,-0.0002665,-0.000706833,0.000799474,0.000117165,0.00096992,-0.000657633,0.001134262,-0.000550239,9.31313E-05,-0.000198419,0.000418938,0.000169725,0.000243087,-9.57806E-05,-0.00032716,0.000275915,-7.58734E-05,-0.000412373,0.000416658,0.823737759,0.038578967,0.006149672,-0.002183716,0.007825073,-0.008937763,0.017871762,-0.000713762,-0.005945585,-0.002187637,0.001644612,-0.000690733,-0.001142689,0.000873697,-0.002457655,0.002023258,-0.001316328,-0.000659788,0.000890032,-0.00030766,0.001446286,-0.0005254,0.000445385,0.00060795,0.00029092,-0.000634737,-0.002567667,0.00194958,0.000766413,-0.00017005,-0.000904642,-2.35798E-05,0.000332812,-7.9408E-05,-0.000153682,-0.000712758,0.000267945,-0.000107897,0.000820558,3.26023E-05
0.19597131,1,0.012230781,-0.000555035,-0.003250278,-0.014904753,-0.020348087,0.018195627,-0.02632529,0.007117456,-0.013090778,0.003496506,-0.004958544,0.00134329,-0.000370101,0.001355411,0.001681144,-0.001482797,0.001059219,-0.001272336,-0.000687393,-0.000754657,0.000102836,0.000492502,0.003047316,-0.000437765,0.001695004,-0.000342643,0.00074089,0.000981707,0.000372443,0.000126505,0.000220092,-0.002397606,-0.00165494,-0.002531059,-0.002117618,-0.000773309,-0.000959874,0.000118379,0.000250562,0,-0.01378769,-0.009240969,0.031621396,0.012556209,-0.011199831,-0.018494741,0.011130422,0.000323289,-0.005788422,0.001023366,0.003318866,0.004319845,-0.003951862,-0.001521807,0.000764606,-0.000202457,-0.000817737,0.002501076,0.000676864,0.000122425,-0.000375058,-0.000992875,0.002694284,0.000105849,0.001353018,-0.000369706,-9.05413E-05,-0.000500548,-0.000523561,0.000146763,0.00042416,0.000127461,-0.001088289,-0.000434535,-0.001441818,-0.000188453,0.000944735,9.45219E-05,0.000152746,-1.76365E-16,-0.048990978,0.00853314,-0.012704479,0.014375295,-0.005629275,0.008979935,0.008668891,-0.005291802,0.010186918,-0.000304735,0.008969424,0.006072495,0.00053993,0.008885236,-0.002671737,0.005066441,-0.000706675,0.003566649,0.000701689,0.000208186,-0.000564749,-0.000143911,0.000348463,-0.000114056,0.000136545,0.001690222,0.00051238,0.000182241,0.000655342,0.000501649,0.001591642,0.001102465,0.001005433,0.0009417,-0.000625337,0.000389382,-0.000796625,-0.000335657,6.99963E-05,0.866220685,0.044637383,0.018504771,-0.012037713,-0.017888071,0.027180664,-0.008367057,-0.011318586,0.013330684,0.003330265,-0.001653086,-0.006336345,-0.001306778,-0.000954595,0.006065008,-0.007554251,0.000216697,0.004345202,0.001584339,-0.002472004,-0.001808077,0.000863711,0.000806727,-0.001206956,-0.001280863,-0.000880659,0.000512289,-0.000225935,-0.001787412,-0.00094794,0.000231546,0.001048664,0.001059239,0.000836726,0.000154778,-5.18636E-05,-0.001502434,-0.000732822,0.000260598,0.000294148
0.440263897,1,0.015966043,0.056227345,0.016309757,0.00894372,0.008775168,-0.000492141,0.003096648,0.001144754,-5.18793E-06,0.000644123,0.00081669,-0.000993632,0.000104244,-0.001459725,0.000402852,-0.000665013,-0.000273057,-5.80025E-06,-0.000665347,-6.8618E-05,3.71747E-05,0.00030343,1.36007E-05,0.000557696,-0.000199275,0.00022415,0.000286067,0.000403976,0.000265664,1.87399E-05,0.000153475,-1.25227E-05,-0.00011499,0.000111817,-8.25598E-05,4.06977E-05,0.000185151,-2.9667E-05,1.51905E-05,5.50968E-17,0.034407176,0.016342161,-0.019618158,0.001433123,-0.006421661,-0.006324067,0.006074035,-0.005677269,-0.00358914,0.000914077,-0.000700116,-0.000850728,-0.000456542,-0.000483641,0.000834322,0.001142044,-0.000628928,-0.001458705,-0.000203248,0.000432753,-0.000760994,0.001163592,0.000864212,-0.000514498,0.001051531,0.000175626,0.000179266,3.41299E-05,-0.001035358,-0.000293063,-0.000283912,-0.000209137,0.001016169,0.000407667,-0.000361962,6.30907E-06,-0.000309388,-2.69191E-05,-0.000272305,5.50968E-17,0.019326451,0.017116012,0.00987322,0.014416559,-0.002552376,0.006127408,0.00058134,0.001541247,0.000631765,-0.001018009,0.000358279,-0.000566542,-0.000170893,-0.000560973,-0.000111264,-6.37225E-05,-6.51001E-05,-0.001262871,-0.000190078,-0.000646745,-0.000305843,-9.38557E-05,-0.000766769,-5.36246E-05,8.55797E-05,-2.22625E-05,0.000442405,-0.000152042,0.000280939,-8.3766E-05,-0.000336222,-7.74262E-05,-0.00015951,0.000144746,-0.000138437,9.09102E-05,-0.000281149,0.000277994,-0.000331585,0.709226312,-0.041803956,0.028035113,-0.001057272,0.017129228,0.002915328,-0.004521171,0.007199752,-0.000134866,-0.002233012,0.001409214,0.001680754,0.001733721,-8.446E-05,-0.000728843,-0.000539047,4.49635E-05,0.00188742,-0.000570524,-0.000829054,0.000171926,-0.001396614,-0.000118507,0.000694499,-0.000529336,-0.000302928,0.000520473,-0.000252347,-4.27518E-05,0.000659673,0.000470465,-3.08789E-05,-0.000672557,0.000282586,0.000286176,-5.07432E-06,4.33402E-05,0.000127466,0.00026259,-0.000344468
0.258476794,1,-0.029446284,0.054782006,-0.011466604,-0.028072353,-0.007241781,-0.011962626,-0.006316038,-0.004136378,-0.004060768,-0.001900837,0.003742044,0.002379563,0.000210648,-0.008824561,-4.43342E-05,-0.000314746,0.003771028,0.000319845,0.003858164,0.002158696,0.002629603,-0.001700577,0.002682526,-0.000272138,-0.000550423,0.001280322,0.000425028,-0.000920779,-0.001977975,0.00185513,0.001207191,0.000807302,0.00136352,-0.000824621,-0.000332933,-0.000518808,-0.000111748,-0.001003394,-0.001253409,3.97419E-17,0.087555982,-0.016574852,-0.029035762,0.020773482,-0.003605886,-0.030219395,0.007439739,0.008038346,0.015618729,-0.008715112,-0.004705561,-0.00484205,0.004813863,-0.002043191,0.000999109,-0.000596228,-0.00258534,0.00130682,-0.001576135,0.005167561,-0.001235087,0.000366278,-0.000470302,0.001032343,-0.002108439,0.003371778,0.000508644,-0.000332254,-0.002217952,0.002714731,-0.000865072,-0.000699,-0.001274528,0.001671531,0.000630134,-0.000796635,-0.000675965,0.001618937,0.001090105,1.19226E-16,-0.074044986,0.012853148,0.00132859,0.017168591,-0.035112458,0.007834325,-0.009611051,0.012995287,-0.003458812,0.010315913,-0.002770299,0.000311901,0.004787842,-0.002110489,-3.05451E-05,0.000965089,0.006842854,-0.00112804,-0.001583786,9.2639E-06,-0.001674967,0.00061945,0.001719156,0.004589526,-0.001230447,0.000232371,0.001001746,0.000531089,0.001704474,0.000641276,0.000163796,0.00052762,1.00586E-05,-0.000669101,-8.08813E-05,-0.000163895,-8.34049E-05,0.001791854,0.00022264,0.685818073,0.075893631,0.111884128,0.00132097,-0.024287933,0.018420519,0.002970311,-8.97258E-05,-0.025279923,-0.01324128,0.012001064,0.001616375,0.003412166,0.009468378,0.002428387,-0.006861942,-0.002171831,-0.002494112,-0.002311867,-0.001491466,0.007376444,0.000946057,-0.000609346,0.000135683,0.002850583,-0.002422315,-0.001162835,0.000754116,-0.002493721,0.00165041,0.001175018,-0.002665528,-0.000186522,0.001417442,5.23208E-05,0.002850787,-0.002223737,-0.000852823,-0.001384381,0.000313326
0.151664943,1,0.010339544,0.063862873,-0.009406253,0.019550106,-0.00889995,0.002386214,0.005517115,-0.00537255,-0.001807824,0.011457983,-0.002842078,-0.000529271,0.000396265,-5.8436E-06,-0.001492813,0.003396507,-0.008102041,0.001335898,-0.000438222,-0.000887596,0.000669527,-0.002135804,-0.001987685,0.000342847,0.001832263,-0.001272373,0.003238983,-9.07115E-05,0.000122052,-0.000173336,-0.001077633,0.003257433,-0.000447088,0.001793662,-6.05443E-05,-0.000303101,0.000709386,0.000516216,9.83716E-05,9.17534E-17,-0.03719012,0.019766608,0.025445666,-0.003716708,-0.024609075,-0.015860242,0.013378844,0.007104247,-0.010506633,0.001284894,0.002304155,-0.001861454,-0.007560941,0.002086541,0.009485878,0.00141293,-0.008049492,-0.003674834,0.002876459,0.002846949,0.00027327,-0.000615581,-0.001142917,-0.001256241,0.00273328,-0.001519667,0.004565107,0.003308173,-0.005576793,-0.003170273,-0.000137115,-0.002715102,0.003480379,-0.000607237,0.001015254,0.002217247,0.000163745,0.001262697,-4.44981E-05,0,0.003819355,0.005850339,-0.001394302,0.012970162,0.005989929,0.002394372,-0.006000537,-0.005410675,0.004580827,0.003522826,-0.003256951,-0.000835001,-0.003378472,0.002535422,-0.001117633,-0.000732793,-0.001792767,0.000395351,-0.008090466,-0.00055666,-0.000690861,0.001175542,-0.002727577,0.001328632,-0.004324075,0.00101919,0.00191393,-0.000925202,0.001795696,6.87045E-06,-0.003528662,6.66282E-05,-0.000507121,-0.003447115,0.000839339,-0.00112591,0.000820835,0.001165305,0.001190918,0.851341518,0.02587424,0.013874443,-0.00721841,0.029453751,-0.001876259,-0.002670294,-0.001424649,-0.004621747,0.005931941,-0.000300104,-0.008319746,0.000518498,0.003861318,0.006043653,0.00737755,-0.005735838,-0.000536309,0.001890175,-0.004596408,0.003036355,-0.001353202,9.67686E-06,-0.000297164,-0.002163661,-0.001530367,0.001732252,0.002818498,-0.001568354,0.000745367,-0.001065618,0.001240952,-0.002631976,-0.002050539,0.002786837,-5.51353E-05,-0.000148295,0.001201933,0.001074248,-0.001279178
0.255017757,1,-0.024644012,0.066610854,-0.016801217,0.00857403,0.001734824,0.001282919,-0.001976002,0.00075741,0.000949583,-0.000283732,-0.000493329,0.001818084,-0.000762319,0.000527412,0.000788275,0.001221266,-0.001913922,0.000728239,-0.003832584,0.000880567,-0.002813049,0.001115753,-0.0007825,-6.76339E-05,-0.000260673,-0.000479154,-0.000250463,-0.000583164,0.000860725,-0.000200168,5.75546E-05,-0.000822654,7.25312E-05,-0.000769225,-0.000391466,2.13228E-05,0.00042343,-8.97901E-05,-0.000351206,1.57186E-16,-0.051082948,0.000632894,-0.009835058,-0.002644103,-0.000802782,0.003329487,0.012132822,0.003430684,0.000880659,0.00498622,6.41259E-05,-0.013730321,0.002091641,0.006033406,-0.000712779,0.001753445,-0.004862604,0.001651867,7.29184E-05,0.002013119,0.000992874,-0.002819184,-0.000630196,-0.00170337,0.002390015,-0.000852345,-0.000595536,0.000542306,-3.24578E-06,-0.000556105,-0.000968309,0.000515836,0.000155225,-0.000215238,0.000397181,-0.00059245,0.000393894,0.000345151,-0.000355574,-5.23954E-17,-0.013366094,-0.001851682,-0.023513652,-0.014087053,-0.015426459,-0.007038912,-0.006448991,-0.004152524,0.003270755,0.000664075,-0.001269329,-0.003283807,0.003037648,-0.004862435,0.001363252,0.00042236,0.000202523,-0.000254434,-0.001017325,0.002090373,-0.000621534,0.000730463,-0.000677108,8.70181E-05,-0.000830721,-0.000380391,3.26766E-05,0.000443874,-0.000474986,-0.000417585,-0.00030517,0.000261962,-0.001124572,8.1892E-05,0.000522955,0.000142317,0.000369389,-0.00033087,0.00080812,0.645108793,0.077194628,0.031144819,-0.037694786,0.026590915,-0.003578208,0.004655639,-0.002927402,-0.003036146,-0.001309029,-0.001335447,-0.000768705,-0.002154389,-0.001834079,0.001169111,0.001594261,-0.001120374,0.003770009,-0.000670208,0.00109965,0.000283299,-0.004322752,-2.5217E-05,-0.001351143,0.002770875,-0.000295738,-0.000750534,-0.000804949,-0.000256394,0.000807152,-0.001254267,0.001079984,0.000683908,-0.000389532,-0.000817378,-0.000809419,0.000415395,0.000139482,-0.000345936,-8.12587E-05
0.263922423,1,0.046523543,0.071629792,0.008377761,0.011216781,0.009144552,-0.007136179,0.008515144,0.000186541,0.001041627,-0.000411708,-0.001962255,-0.001205688,-0.001733471,-0.001129458,-0.000248323,-0.00291262,0.001007834,-0.000865699,0.001676524,-0.00255698,0.002001061,-0.000473848,0.000615113,-0.001360901,0.000159282,-0.001463843,0.000279521,-7.25494E-05,0.000665577,-0.000234416,0.001217972,0.000454489,0.001682611,-0.000586871,0.000790184,6.19333E-05,0.000384493,-0.001038604,0.000187515,8.07107E-17,0.044432947,0.003017946,-0.003609558,0.006790867,-0.00506692,0.005001739,0.00058511,-0.016387052,-0.003298765,0.003137441,0.002587127,-0.001189501,0.007193368,0.000185797,0.001099743,0.003184009,-0.006036219,-0.001234772,-0.001386998,-0.003056378,0.002832267,-0.002840464,-0.003964408,0.003476023,0.001172676,0.001051264,0.001324613,-0.000522226,0.000206578,-0.001284935,0.000585837,0.002282679,-0.001793814,-0.000570531,-0.001378754,-0.00030544,0.000968754,-0.000626418,0.001179525,1.61421E-16,0.010532646,-0.000912251,0.010710223,0.004161127,0.001726463,0.00765817,-0.000354854,0.002358554,-0.001679887,-0.001191326,3.01318E-05,-0.000487287,0.001390462,-0.002303877,0.004933296,-0.000658709,0.002815587,-0.000495235,0.001728061,-0.001733214,0.001617039,-0.001115084,-0.002580644,-0.001214618,-0.000492432,-0.001790287,0.001114275,-0.001495693,0.000623002,0.000514601,-0.00033384,-0.000208303,0.000813867,-0.000602698,-0.000502464,0.000354974,-0.000917413,0.00034856,-0.000348911,0.487483522,-0.035520539,0.074394518,0.005631347,0.051510102,-0.001711484,-0.005214052,0.020713567,-0.011495345,-0.002362883,0.005720077,-0.001154226,-0.00120231,0.002084944,0.000211457,-0.000932994,0.000172038,-0.001714847,-0.000615348,-0.001959523,0.000880494,0.002678961,-0.000155515,0.002024015,0.001466507,-0.002113824,-0.00188789,-0.000643328,0.000122971,-0.000158525,-0.001756215,0.000427218,0.000101989,0.000765782,0.001049644,-0.000346887,-0.000728397,0.000701878,0.001297557,-0.000210851
0.749420941,1,0.004858193,0.026645518,0.006931139,-0.001051967,0.005744631,0.000542981,0.001148671,-0.000179305,0.000470234,9.77321E-05,-0.000627916,-5.72534E-05,-0.000474075,-0.000847115,-0.00047156,-0.000687111,-0.000201908,-4.89635E-05,-0.000247269,-9.72801E-06,-0.000323796,-7.44858E-05,3.79672E-06,-0.000656008,5.82973E-05,-0.00039987,-8.46294E-05,-0.000348476,-9.41158E-05,-5.251E-05,-0.000313844,8.78046E-06,-0.000299865,-0.000200287,-7.12584E-05,-0.000382994,-6.18396E-05,-0.000262108,-0.000167102,-7.19023E-18,-0.037923332,-0.001333594,0.016668868,0.00413039,0.004096872,-0.002382567,-0.00263933,0.000619476,-0.001176045,0.001111877,0.000989105,-0.000248719,-0.001121716,-0.00066782,-0.000362126,-0.000727444,0.000270352,-3.84436E-05,-0.000392237,0.000275306,-0.000214531,-5.0969E-05,-8.21023E-05,0.00051907,-0.000142761,-0.000521783,0.000272177,0.000247681,-0.000443279,-5.39549E-05,9.74502E-06,-0.000117685,0.000242825,-0.000268966,-0.000274835,0.000195991,-0.000107872,-0.000160167,5.40455E-05,0,-0.019137307,0.00086958,-0.008989996,0.000745622,0.004156317,0.002263825,0.002848283,0.000395913,0.000244626,0.000403837,0.000248806,0.000305191,-0.000270655,0.000150206,-0.000319688,-0.000188477,-0.000125098,-0.000260318,0.000260123,-0.000318985,-7.47659E-05,-0.000205304,-0.00020991,0.0001007,-0.000226508,0.000130244,-0.000385091,0.00029242,-0.000271039,3.63066E-05,-0.000192575,-3.26179E-05,-3.29187E-06,-3.87669E-05,-7.43412E-05,0.000174151,-0.000186985,0.000336215,-0.000108207,0.760423339,-0.010001783,0.055544784,-0.003641919,-0.007674385,-0.000194468,-0.00062988,0.000742665,0.002881039,0.001447253,0.000465088,-0.000146763,0.000821346,4.53097E-05,0.000713786,-0.000303671,-0.000623427,0.000236051,-0.000448387,-0.000283032,0.000336645,-0.00041725,0.000208123,8.83037E-05,-1.54571E-05,3.08515E-05,0.00015093,0.000157437,-9.10629E-05,0.00014634,0.000128446,0.000259837,-5.04668E-07,7.16005E-05,0.000279078,-0.000178642,2.37553E-05,2.03132E-05,-2.73985E-05,0.000112357
0.20507589,1,0.01539779,-0.000847625,0.039670157,-0.001987335,0.033094154,0.004222175,0.012906231,0.003925519,-0.002238645,0.007278049,-0.008668459,-0.008662432,-0.002021417,-0.006321392,0.004244274,0.005328803,0.006952494,0.001684336,0.005918675,-0.000841109,-0.00048549,-0.000289107,2.76545E-05,0.001577232,0.002496125,-0.001013077,0.001964506,0.001328761,0.001496224,0.001683995,0.0010527,-0.000266463,-0.001137452,-0.001040413,-0.001928247,0.002146487,-0.000112216,-0.000747279,-0.000374722,-1.8863E-16,-0.025739902,0.009348355,0.051470256,0.008786898,-0.027300068,-0.000931898,0.005046487,0.002166128,-0.004980624,-0.005147294,0.003666289,-0.000734202,-0.009093916,-0.003448724,0.000794999,0.000854515,-0.002423532,0.001393539,0.004012091,0.002555456,-0.000560908,0.000888912,0.000964437,0.001027596,0.000248102,-0.000838333,0.001420743,0.000994341,-0.002115549,-0.000482281,-0.000505831,-0.00155855,-0.002194363,-0.001038856,6.17428E-06,-8.04727E-05,0.002140596,0.000789542,-0.001003829,-1.61682E-16,-0.001966371,0.000712478,-0.005700768,-0.008349619,-0.029566456,0.000797507,7.15475E-05,0.004634441,0.001070315,0.001467641,-0.006524368,-0.002904448,-0.001896932,-0.002039417,-0.000123708,3.1232E-05,0.000127169,0.001047914,-0.001291582,2.45857E-05,0.001600384,-0.00208587,0.000183435,-0.001455452,0.001391448,-0.001937914,-0.001828121,0.000211732,-0.000679874,0.000318001,-0.002857974,9.99973E-05,0.000119252,0.000613959,0.000713797,0.000156417,-0.001317279,-0.000267914,-0.001095128,-0.925776564,0.047097503,-0.024113583,0.023377983,0.023279938,-0.017815488,-0.024533526,-0.011704222,0.015066683,-0.011454145,-0.012801297,0.002834853,-0.001555054,-0.000483794,0.006791258,0.005890194,0.004655124,0.001757291,-0.002129621,0.001844786,0.00080091,-0.003859022,-0.000567179,0.002398792,-0.001339686,-0.000618643,-0.001148083,-0.00213223,0.00056123,0.000940569,0.000516209,0.000237319,-0.001425416,-0.000186875,9.26417E-05,0.000245833,-0.000102365,-0.000121751,-0.000530998,-7.6056E-06
0.602684617,1,0.054980658,-0.003387615,0.041827258,-0.014549687,0.017389287,0.000683493,0.001979312,0.001344944,-0.001891077,0.002261488,-0.001225516,0.00074536,0.000282062,-0.001097579,0.000369932,-0.000519916,0.0003364,-0.000295765,0.000381143,0.000875231,-0.000126953,7.58597E-05,-0.000865246,-0.000118569,9.81702E-05,-3.12976E-05,0.000504047,-0.000366326,0.000474688,-0.000726319,-8.70771E-05,-0.000662329,-0.000264477,-0.000163274,3.06966E-05,9.35061E-05,-5.09916E-05,-0.000232769,-0.000207968,-2.86955E-16,0.079923595,0.016316071,-0.020873486,-0.015231398,-0.001815219,0.002687408,-0.006876172,-0.005720619,0.003474877,-0.000296488,-0.000567478,-0.000129931,0.000521605,-0.000603388,-0.001173432,0.000415388,0.000276877,0.000604426,-0.000294069,-0.000198556,0.000465408,0.000763123,0.000189902,-0.000501226,0.000216019,-0.000289404,-0.000151175,0.000151962,0.000127362,-0.000347912,0.000127485,-9.74503E-05,-0.000173666,0.000227559,8.83936E-05,-0.000324487,0.0001715,0.000175263,2.71811E-05,2.29564E-16,0.053603706,0.013512937,0.041489217,0.003279923,0.01417505,0.003435675,0.003954154,0.002314864,-0.002627894,0.002201709,-0.000718826,0.0008093,-0.000643817,-0.000278658,0.000229409,1.92643E-05,0.000142016,0.000160779,0.000958996,8.06429E-05,0.00047101,-9.29842E-06,0.000905516,0.000718482,0.000559311,0.000689099,-5.30289E-05,0.000522915,-0.000659202,0.000161742,-0.00025006,0.000183897,0.000118655,0.000100645,0.000241394,-0.000280625,-1.91083E-05,-0.000232354,-1.87579E-05,0.885800998,-0.053783828,0.03182585,0.010987888,-0.010495004,0.003174912,-0.002495478,0.002278213,0.000790577,-0.001851231,-0.002922085,-0.000460021,0.002639785,-2.555E-05,-0.000610628,-0.00021382,2.85416E-05,-0.00040859,-0.001088125,-0.000405423,-5.68394E-05,0.000394489,0.000242135,-0.000154503,-6.1901E-05,-0.000286029,-0.000346225,0.000204427,0.000310504,-3.05769E-05,0.00029032,-8.84649E-06,-4.94406E-05,-0.000226138,-2.85661E-05,-0.000110667,-9.24246E-05,-6.2456E-05,1.80728E-05,0.000171878
0.324459612,1,-0.017605919,0.019227166,-0.001386834,0.015040465,-0.003336115,0.00730481,-0.002115489,0.000582551,0.002331941,-0.000215182,0.004819228,-0.005856615,-2.81483E-05,-0.004877427,-0.005442867,-0.001768385,-0.001110181,-0.000298269,-0.000297539,-0.000642187,-0.000761824,0.000851653,0.000234699,0.000104855,-0.00031494,0.000190198,-6.27185E-05,-0.000109959,0.000504322,-0.000191749,-0.000292855,-0.000461526,-0.000758453,-0.000633379,-0.000423306,-0.000915348,0.000191496,4.47598E-05,0.00059589,-5.34752E-17,0.104549558,-0.024965671,-0.028828494,-0.017249558,-0.008412174,0.028663776,0.003477326,0.002122643,-0.007750051,0.002139794,-0.001063056,-0.007606874,0.004720886,0.004335708,-0.001232521,-0.000964556,-0.000220173,0.000267738,-0.000601618,-0.000350887,0.000944828,-0.002060792,0.000888375,4.16039E-05,-0.000120372,0.000907072,0.000251213,0.000414263,-0.000812312,0.000483232,0.00059108,-0.000618835,-0.000299169,0.001181044,3.24087E-05,-0.00122817,-0.000570116,0.001039806,0.000320579,5.34752E-17,0.056366865,-0.037624884,0.058075634,-0.031705647,0.01066094,-0.018524371,0.005245621,0.003114303,0.006163251,0.008229786,-0.003253563,-0.001947866,-0.001391767,-0.001867223,0.001524884,0.000745298,-4.59114E-05,0.000702448,0.000407087,-0.000514096,-0.000159487,-0.000352848,0.000608357,-0.000775519,0.000945154,-0.001181636,0.000551384,-0.000457359,0.001448812,2.30548E-05,0.001450996,0.00038995,0.000435008,0.000829625,0.000101013,0.00110119,-0.000327929,0.00051599,-0.000423336,0.828928297,0.068772343,0.035037853,0.002547065,-0.029036295,-0.015772589,0.018846108,0.010734961,-0.009344004,-0.000861344,0.002037619,0.003928872,0.000564398,0.001368127,-0.000389882,0.000230087,0.000151598,-0.002428279,-0.002481247,0.000716784,-0.003911278,0.000623173,0.001320956,0.000591151,-0.000706899,-0.000875818,1.0741E-05,0.000771068,-6.03262E-05,0.001015057,-0.00096666,0.000615853,0.0011471,-3.83491E-05,-0.000324616,-0.001193456,0.000380476,0.000453136,-0.00069238,-0.000191277
